locus_tag	ftype	length_bp	gene	EC_number	COG	product
CAPPHCFD_00326	CDS	1173	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
CAPPHCFD_00327	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
CAPPHCFD_00328	CDS	477	greA		COG0782	Transcription elongation factor GreA
CAPPHCFD_00329	CDS	294	yhbY		COG1534	RNA-binding protein YhbY
CAPPHCFD_00330	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
CAPPHCFD_00331	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
CAPPHCFD_00332	CDS	849	folP	2.5.1.15	COG0294	Dihydropteroate synthase
CAPPHCFD_00333	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
CAPPHCFD_00334	CDS	333	secG		COG1314	Protein-export membrane protein SecG
CAPPHCFD_00335	tRNA	87				tRNA-Leu(gag)
CAPPHCFD_00336	CDS	1626	yhbX	2.-.-.-	COG2194	Putative transferase YhbX
CAPPHCFD_00337	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
CAPPHCFD_00338	tRNA	77				tRNA-Met(cat)
CAPPHCFD_00339	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
CAPPHCFD_00340	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
CAPPHCFD_00341	CDS	2673	infB		COG0532	Translation initiation factor IF-2
CAPPHCFD_00342	CDS	402	rbfA		COG0858	30S ribosome-binding factor
CAPPHCFD_00343	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
CAPPHCFD_00344	CDS	270	rpsO		COG0184	Small ribosomal subunit protein uS15
CAPPHCFD_00345	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
CAPPHCFD_00346	CDS	885	nlpI		COG4785	Lipoprotein NlpI
CAPPHCFD_00347	CDS	1890	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
CAPPHCFD_00348	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
CAPPHCFD_00349	CDS	1008	cmoO	1.14.14.-	COG2141	N-acetyl-S-alkylcysteine monooxygenase
CAPPHCFD_00350	CDS	879	ubiV		COG0826	Ubiquinone biosynthesis protein UbiV
CAPPHCFD_00351	CDS	996	ubiU		COG0826	Ubiquinone biosynthesis protein UbiU
CAPPHCFD_00352	CDS	525				hypothetical protein
CAPPHCFD_00353	CDS	504				hypothetical protein
CAPPHCFD_00354	CDS	312				hypothetical protein
CAPPHCFD_00355	CDS	444				hypothetical protein
CAPPHCFD_00356	CDS	519	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
CAPPHCFD_00357	CDS	636				hypothetical protein
CAPPHCFD_00358	CDS	1041				hypothetical protein
CAPPHCFD_00359	CDS	576	dolP		COG2823	Outer membrane lipoprotein DolP
CAPPHCFD_00360	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
CAPPHCFD_00361	CDS	396				hypothetical protein
CAPPHCFD_00362	CDS	2037	lpoA		COG3107	Penicillin-binding protein activator LpoA
CAPPHCFD_00363	CDS	861	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
CAPPHCFD_00364	CDS	1092	yraK		COG3539	putative fimbrial-like protein YraK
CAPPHCFD_00365	CDS	2517	yraJ		COG3188	Outer membrane usher protein YraJ
CAPPHCFD_00366	CDS	696	yraI		COG3121	putative fimbrial chaperone YraI
CAPPHCFD_00367	CDS	585	yraH		COG3539	putative fimbrial-like protein YraH
CAPPHCFD_00368	CDS	702	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
CAPPHCFD_00369	CDS	792	manZ_1		COG3716	PTS system mannose-specific EIID component
CAPPHCFD_00370	CDS	804	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
CAPPHCFD_00371	CDS	477	sorB	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
CAPPHCFD_00372	CDS	861	kbaY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
CAPPHCFD_00373	CDS	1155	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
CAPPHCFD_00374	CDS	1134	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
CAPPHCFD_00375	CDS	435	manX_1	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
CAPPHCFD_00376	CDS	879	manZ_2		COG3716	PTS system mannose-specific EIID component
CAPPHCFD_00377	CDS	780	agaC_2		COG3715	N-acetylgalactosamine permease IIC component 1
CAPPHCFD_00378	CDS	474	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
CAPPHCFD_00379	CDS	1281	kbaZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
CAPPHCFD_00380	CDS	810	srlR_1		COG1349	Glucitol operon repressor
CAPPHCFD_00381	CDS	303	yhaV	3.1.-.-		Ribonuclease toxin YhaV
CAPPHCFD_00382	CDS	405	prlF		COG2002	Antitoxin PrlF
CAPPHCFD_00383	CDS	1572	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
CAPPHCFD_00384	CDS	1335	garP		COG2271	putative galactarate/D-glucarate transporter GarP
CAPPHCFD_00385	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
CAPPHCFD_00386	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
CAPPHCFD_00387	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
CAPPHCFD_00388	CDS	1104				hypothetical protein
CAPPHCFD_00389	CDS	540				hypothetical protein
CAPPHCFD_00390	CDS	939	tsaR_1			HTH-type transcriptional regulator TsaR
CAPPHCFD_00391	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
CAPPHCFD_00392	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
CAPPHCFD_00393	CDS	1209	tdcD	2.7.2.15	COG0282	Propionate kinase
CAPPHCFD_00394	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
CAPPHCFD_00395	CDS	390	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
CAPPHCFD_00396	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
CAPPHCFD_00397	CDS	1332	dlsT		COG0814	putative serine transporter
CAPPHCFD_00398	CDS	1311				hypothetical protein
CAPPHCFD_00399	CDS	165				hypothetical protein
CAPPHCFD_00400	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
CAPPHCFD_00401	CDS	897	yhaJ_1		COG0583	HTH-type transcriptional regulator YhaJ
CAPPHCFD_00402	CDS	357	yhaI		COG3152	Inner membrane protein YhaI
CAPPHCFD_00403	CDS	366	yhaH		COG3152	Inner membrane protein YhaH
CAPPHCFD_00404	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
CAPPHCFD_00405	CDS	393	yqjF		COG2259	Inner membrane protein YqjF
CAPPHCFD_00406	CDS	300				hypothetical protein
CAPPHCFD_00407	CDS	405	yqjE		COG5393	Inner membrane protein YqjE
CAPPHCFD_00408	CDS	306	yqjD		COG4575	putative protein YqjD
CAPPHCFD_00409	CDS	369	yqjC		COG1422	Protein YqjC
CAPPHCFD_00410	CDS	384	mzrA			Modulator protein MzrA
CAPPHCFD_00411	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
CAPPHCFD_00412	CDS	777	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
CAPPHCFD_00413	CDS	1299	exuT_1		COG2271	Hexuronate transporter
CAPPHCFD_00414	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
CAPPHCFD_00415	CDS	1488	uxaA	4.2.1.7	COG2721	Altronate dehydratase
CAPPHCFD_00416	CDS	552	ygjV			Inner membrane protein YgjV
CAPPHCFD_00417	CDS	1245	sstT		COG3633	Serine/threonine transporter SstT
CAPPHCFD_00418	CDS	966	alx		COG0861	Putative membrane-bound redox modulator Alx
CAPPHCFD_00419	CDS	987	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
CAPPHCFD_00420	CDS	693				hypothetical protein
CAPPHCFD_00421	CDS	504	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
CAPPHCFD_00422	CDS	1137	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
CAPPHCFD_00423	CDS	315	higB	3.1.-.-	COG4680	mRNA interferase toxin HigB
CAPPHCFD_00424	CDS	417	higA		COG5499	Antitoxin HigA
CAPPHCFD_00425	CDS	2019	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase [(2E)-enoyl-CoA-producing]
CAPPHCFD_00426	CDS	2352	ygjK	3.2.1.-	COG1626	Glucosidase YgjK
CAPPHCFD_00427	CDS	1071				hypothetical protein
CAPPHCFD_00428	CDS	1434	ygjI		COG0531	Inner membrane transporter YgjI
CAPPHCFD_00429	CDS	450	ebgC		COG2731	Evolved beta-galactosidase subunit beta
CAPPHCFD_00430	CDS	3093	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
CAPPHCFD_00431	CDS	984	melR_1		COG1609	HTH-type transcriptional repressor MelR
CAPPHCFD_00432	CDS	333	ygjH		COG0073	tRNA-binding protein YgjH
CAPPHCFD_00433	CDS	1491	patA	2.6.1.82	COG4992	Putrescine aminotransferase
CAPPHCFD_00434	CDS	1521	aer		COG0840	Aerotaxis receptor
CAPPHCFD_00435	CDS	624	yqjI		COG1695	Transcriptional regulator YqjI
CAPPHCFD_00436	CDS	765	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
CAPPHCFD_00437	tRNA	76				tRNA-Met(cat)
CAPPHCFD_00438	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
CAPPHCFD_00439	CDS	1842	rpoD		COG0568	RNA polymerase sigma factor RpoD
CAPPHCFD_00440	CDS	1746	dnaG	2.7.7.101	COG0358	DNA primase
CAPPHCFD_00441	CDS	216	rpsU			Small ribosomal subunit protein bS21
CAPPHCFD_00442	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
CAPPHCFD_00443	CDS	1464	ttdT_1		COG0471	L-tartrate/succinate antiporter
CAPPHCFD_00444	CDS	606	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
CAPPHCFD_00445	CDS	912	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
CAPPHCFD_00446	CDS	933	dmlR_1		COG0583	HTH-type transcriptional regulator DmlR
CAPPHCFD_00447	CDS	618	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
CAPPHCFD_00448	CDS	369	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
CAPPHCFD_00449	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
CAPPHCFD_00450	CDS	1239	cca		COG0617	Multifunctional CCA protein
CAPPHCFD_00451	CDS	621				hypothetical protein
CAPPHCFD_00452	CDS	1302	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
CAPPHCFD_00453	CDS	2841	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
CAPPHCFD_00454	CDS	1434	hldE		COG0615	Bifunctional protein HldE
CAPPHCFD_00455	CDS	1662	yqiK		COG2268	Flotillin family inner membrane protein YqiK
CAPPHCFD_00456	CDS	630	yqiJ		COG1585	Inner membrane protein YqiJ
CAPPHCFD_00457	CDS	201	glgS			Surface composition regulator
CAPPHCFD_00458	CDS	1065				hypothetical protein
CAPPHCFD_00459	CDS	750	papD_1			Chaperone protein PapD
CAPPHCFD_00460	CDS	2514	papC_1			Outer membrane usher protein PapC
CAPPHCFD_00461	CDS	552	ybgD_1		COG3539	putative fimbrial-like protein YbgD
CAPPHCFD_00462	CDS	291	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
CAPPHCFD_00463	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
CAPPHCFD_00464	CDS	171	yqiD			Protein YqiD
CAPPHCFD_00465	CDS	774	zupT		COG0428	Zinc transporter ZupT
CAPPHCFD_00466	CDS	816	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
CAPPHCFD_00467	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
CAPPHCFD_00468	CDS	672				hypothetical protein
CAPPHCFD_00469	CDS	1482	tolC		COG1538	Outer membrane protein TolC
CAPPHCFD_00470	CDS	630	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
CAPPHCFD_00471	CDS	423				hypothetical protein
CAPPHCFD_00472	CDS	828	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
CAPPHCFD_00473	CDS	582				hypothetical protein
CAPPHCFD_00474	CDS	1893	parE			DNA topoisomerase IV subunit B ParE
CAPPHCFD_00475	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
CAPPHCFD_00476	CDS	582	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
CAPPHCFD_00477	CDS	1350	qseC	2.7.13.3	COG0642	Sensor protein QseC
CAPPHCFD_00478	CDS	660	qseB		COG0745	Transcriptional regulatory protein QseB
CAPPHCFD_00479	CDS	393	ygiW_1		COG3111	Protein YgiW
CAPPHCFD_00480	CDS	483				putative HTH-type transcriptional regulator
CAPPHCFD_00481	CDS	297	mqsR	3.1.-.-		mRNA interferase toxin MqsR
CAPPHCFD_00482	CDS	396	mqsA		COG2944	Antitoxin MqsA
CAPPHCFD_00483	CDS	1608	ygiS		COG4166	putative deoxycholate-binding periplasmic protein YgiS
CAPPHCFD_00484	CDS	2259	parC			DNA topoisomerase IV subunit A ParC
CAPPHCFD_00485	CDS	738	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
CAPPHCFD_00486	CDS	1413	ftsP		COG2132	Cell division protein FtsP
CAPPHCFD_00487	CDS	2220				hypothetical protein
CAPPHCFD_00488	CDS	258	lpp1			Major outer membrane lipoprotein Lpp 1
CAPPHCFD_00489	CDS	927				hypothetical protein
CAPPHCFD_00490	CDS	828	dkgA	1.1.1.-	COG0656	Methylglyoxal reductase DkgA
CAPPHCFD_00491	CDS	1164	yqhD	1.1.1.2	COG1979	NADPH-dependent aldehyde reductase YqhD
CAPPHCFD_00492	CDS	957	yqhC		COG2207	HTH-type transcriptional regulator YqhC
CAPPHCFD_00493	CDS	660	yghB		COG0586	Inner membrane protein YghB
CAPPHCFD_00494	CDS	1188	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
CAPPHCFD_00495	CDS	735	exbB		COG0811	Biopolymer transport protein ExbB
CAPPHCFD_00496	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
CAPPHCFD_00497	CDS	885	yghA	1.-.-.-	COG1028	putative oxidoreductase YghA
CAPPHCFD_00498	CDS	495				hypothetical protein
CAPPHCFD_00499	CDS	1041	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
CAPPHCFD_00500	CDS	888				hypothetical protein
CAPPHCFD_00501	CDS	288				hypothetical protein
CAPPHCFD_00502	CDS	1119	hybO	1.12.99.6	COG1740	Hydrogenase-2 small chain
CAPPHCFD_00503	CDS	987	fdnH_1		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
CAPPHCFD_00504	CDS	1179	hybB		COG5557	putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
CAPPHCFD_00505	CDS	1704	hybC	1.12.99.6	COG0374	Hydrogenase-2 large chain
CAPPHCFD_00506	CDS	495	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
CAPPHCFD_00507	CDS	489	hybE		COG1773	Hydrogenase-2 operon protein HybE
CAPPHCFD_00508	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
CAPPHCFD_00509	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
CAPPHCFD_00510	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
CAPPHCFD_00511	CDS	1860	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
CAPPHCFD_00512	CDS	1500	pitB		COG0306	Low-affinity inorganic phosphate transporter PitB
CAPPHCFD_00513	CDS	693				hypothetical protein
CAPPHCFD_00514	CDS	699				hypothetical protein
CAPPHCFD_00515	CDS	759				hypothetical protein
CAPPHCFD_00516	CDS	1350				hypothetical protein
CAPPHCFD_00517	CDS	825				hypothetical protein
CAPPHCFD_00518	CDS	561	ytfJ_1		COG3054	putative protein YtfJ
CAPPHCFD_00519	CDS	1071				hypothetical protein
CAPPHCFD_00520	CDS	1080	lptG_1		COG0795	Lipopolysaccharide export system permease protein LptG
CAPPHCFD_00521	CDS	1173	spt	2.3.1.50		Serine palmitoyltransferase
CAPPHCFD_00522	CDS	249				hypothetical protein
CAPPHCFD_00523	CDS	915	cerR	1.-.-.-		Ceramide reductase
CAPPHCFD_00524	CDS	1689	jamA	6.2.1.47		Medium-chain-fatty-acid--[acyl-carrier-protein] ligase JamA
CAPPHCFD_00525	CDS	1143	yghO		COG0456	Protein YghO
CAPPHCFD_00526	CDS	765	glcC		COG2186	Glc operon transcriptional activator
CAPPHCFD_00527	CDS	1500	glcD	1.1.99.14	COG0277	Glycolate oxidase subunit GlcD
CAPPHCFD_00528	CDS	1053	glcE	1.1.99.14	COG0277	Glycolate oxidase subunit GlcE
CAPPHCFD_00529	CDS	1224	glcF	1.1.99.14	COG0247	Glycolate oxidase iron-sulfur subunit
CAPPHCFD_00530	CDS	405	glcG		COG3193	Protein GlcG
CAPPHCFD_00531	CDS	2172	glcB	2.3.3.9	COG2225	Malate synthase G
CAPPHCFD_00532	CDS	1683	glcA		COG1620	Glycolate permease GlcA
CAPPHCFD_00533	CDS	4554	sslE			lipoprotein metalloprotease SslE
CAPPHCFD_00534	CDS	810	pppA		COG1989	Prepilin peptidase PppA
CAPPHCFD_00535	CDS	411	yghG			Lipoprotein YghG
CAPPHCFD_00536	CDS	831	gspC2			Type II secretion system protein C 2
CAPPHCFD_00537	CDS	2061	gspD2			Secretin GspD 2
CAPPHCFD_00538	CDS	1494	epsE	7.4.2.8	COG2804	Type II secretion system ATPase E
CAPPHCFD_00539	CDS	1224	epsF		COG1459	Type II secretion system protein F
CAPPHCFD_00540	CDS	456	epsG		COG2165	Type II secretion system core protein G
CAPPHCFD_00541	CDS	564	epsH		COG2165	Type II secretion system protein H
CAPPHCFD_00542	CDS	372	gspI_1			Type II secretion system protein I
CAPPHCFD_00543	CDS	606	gspJ_1			Type II secretion system protein J
CAPPHCFD_00544	CDS	978	gspK_1		COG3156	Putative type II secretion system protein K
CAPPHCFD_00545	CDS	1179				hypothetical protein
CAPPHCFD_00546	CDS	537	epsM		COG3149	Type II secretion system protein M
CAPPHCFD_00547	CDS	777	kpsM			Polysialic acid transport protein KpsM
CAPPHCFD_00548	CDS	678	kpsT			Polysialic acid transport ATP-binding protein KpsT
CAPPHCFD_00549	CDS	1353				hypothetical protein
CAPPHCFD_00550	CDS	723	bcs1			Bifunctional ribulose 5-phosphate reductase/CDP-ribitol pyrophosphorylase Bcs1
CAPPHCFD_00551	CDS	276			COG1662	IS1 family transposase IS1A
CAPPHCFD_00552	CDS	378			COG1662	IS1 family transposase IS1R
CAPPHCFD_00553	CDS	1140				hypothetical protein
CAPPHCFD_00554	CDS	960				hypothetical protein
CAPPHCFD_00555	CDS	1233				hypothetical protein
CAPPHCFD_00556	CDS	2028				hypothetical protein
CAPPHCFD_00557	CDS	741	kpsU	2.7.7.38		3-deoxy-manno-octulosonate cytidylyltransferase
CAPPHCFD_00558	CDS	444	kpsD_1			Polysialic acid transport protein KpsD
CAPPHCFD_00559	CDS	150				hypothetical protein
CAPPHCFD_00560	CDS	525	blc_1		COG3040	Outer membrane lipoprotein Blc
CAPPHCFD_00561	CDS	378				hypothetical protein
CAPPHCFD_00562	CDS	651				hypothetical protein
CAPPHCFD_00563	CDS	252				hypothetical protein
CAPPHCFD_00564	CDS	213				hypothetical protein
CAPPHCFD_00565	CDS	666	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
CAPPHCFD_00566	CDS	234				hypothetical protein
CAPPHCFD_00567	CDS	423				hypothetical protein
CAPPHCFD_00568	CDS	966				hypothetical protein
CAPPHCFD_00569	CDS	522				hypothetical protein
CAPPHCFD_00570	CDS	228				hypothetical protein
CAPPHCFD_00571	CDS	408				hypothetical protein
CAPPHCFD_00572	CDS	153				hypothetical protein
CAPPHCFD_00573	CDS	366				hypothetical protein
CAPPHCFD_00574	CDS	201				hypothetical protein
CAPPHCFD_00575	CDS	189				hypothetical protein
CAPPHCFD_00576	CDS	192				hypothetical protein
CAPPHCFD_00577	CDS	2472				hypothetical protein
CAPPHCFD_00578	CDS	237				hypothetical protein
CAPPHCFD_00579	CDS	975	intQ_1		COG0582	Putative defective protein IntQ
CAPPHCFD_00580	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
CAPPHCFD_00581	CDS	1215	rspA		COG4948	Starvation-sensing protein RspA
CAPPHCFD_00582	CDS	327				hypothetical protein
CAPPHCFD_00583	CDS	342				hypothetical protein
CAPPHCFD_00584	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
CAPPHCFD_00585	CDS	747				hypothetical protein
CAPPHCFD_00586	CDS	306	ynfD			putative protein YnfD
CAPPHCFD_00587	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
CAPPHCFD_00588	CDS	2397	ynfF	1.8.99.-	COG0243	putative dimethyl sulfoxide reductase chain YnfF
CAPPHCFD_00589	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
CAPPHCFD_00590	CDS	855	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
CAPPHCFD_00591	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
CAPPHCFD_00592	CDS	1257	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
CAPPHCFD_00593	CDS	696	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
CAPPHCFD_00594	CDS	1221	mlc_1		COG1940	DNA-binding transcriptional repressor Mlc
CAPPHCFD_00595	CDS	894	hcaR_1		COG0583	Hca operon transcriptional activator HcaR
CAPPHCFD_00596	CDS	1254	ynfM		COG2814	Inner membrane transport protein YnfM
CAPPHCFD_00597	CDS	309	asr			Acid shock protein
CAPPHCFD_00598	CDS	822	ydgD	3.4.21.-	COG3591	putative serine protease YdgD
CAPPHCFD_00599	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
CAPPHCFD_00600	CDS	366	mdtJ		COG2076	Spermidine export protein MdtJ
CAPPHCFD_00601	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
CAPPHCFD_00602	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
CAPPHCFD_00603	CDS	1533	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
CAPPHCFD_00604	CDS	945	ydgH			Protein YdgH
CAPPHCFD_00605	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
CAPPHCFD_00606	CDS	723	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
CAPPHCFD_00607	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
CAPPHCFD_00608	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
CAPPHCFD_00609	CDS	1302	rstB	2.7.13.3	COG2205	Sensor protein RstB
CAPPHCFD_00610	CDS	930	tus			DNA replication terminus site-binding protein
CAPPHCFD_00611	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
CAPPHCFD_00612	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
CAPPHCFD_00613	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
CAPPHCFD_00614	CDS	1509	ydgA_1		COG5339	Protein YdgA
CAPPHCFD_00615	CDS	96				hypothetical protein
CAPPHCFD_00616	CDS	1266	uidC			Membrane-associated protein UidC
CAPPHCFD_00617	CDS	1374	uidB			Glucuronide carrier protein
CAPPHCFD_00618	CDS	1812	uidA	3.2.1.31	COG3250	Beta-glucuronidase
CAPPHCFD_00619	CDS	579	uidR		COG1309	HTH-type transcriptional regulator UidR
CAPPHCFD_00620	CDS	768	hdhA	1.1.1.159	COG1028	7alpha-hydroxysteroid dehydrogenase
CAPPHCFD_00621	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
CAPPHCFD_00622	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
CAPPHCFD_00623	CDS	1173	malY		COG1168	Protein MalY
CAPPHCFD_00624	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
CAPPHCFD_00625	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
CAPPHCFD_00626	CDS	216	cnu			OriC-binding nucleoid-associated protein
CAPPHCFD_00627	CDS	441	ydgK			Inner membrane protein YdgK
CAPPHCFD_00628	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
CAPPHCFD_00629	CDS	579	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
CAPPHCFD_00630	CDS	2127	rsxC	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
CAPPHCFD_00631	CDS	1059	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
CAPPHCFD_00632	CDS	621	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
CAPPHCFD_00633	CDS	696	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
CAPPHCFD_00634	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
CAPPHCFD_00635	CDS	201				hypothetical protein
CAPPHCFD_00636	CDS	1503	dtpA		COG3104	Dipeptide and tripeptide permease A
CAPPHCFD_00637	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
CAPPHCFD_00638	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
CAPPHCFD_00639	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
CAPPHCFD_00640	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
CAPPHCFD_00641	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
CAPPHCFD_00642	CDS	1110	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
CAPPHCFD_00643	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
CAPPHCFD_00644	CDS	435	slyA			Transcriptional regulator SlyA
CAPPHCFD_00645	CDS	237				hypothetical protein
CAPPHCFD_00646	CDS	858	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
CAPPHCFD_00647	CDS	2013				hypothetical protein
CAPPHCFD_00648	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
CAPPHCFD_00649	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
CAPPHCFD_00650	CDS	240				hypothetical protein
